date,Temperature_Max,Temperature_Avg,Temperature_Min,Dew_Point_Max,Dew_Point_Avg,Dew_Point_Min,Humidity_Max,Humidity_Min,Wind_speed_Max,Wind_speed_Min,Pressure_Max,Pressure_Min
2013-6-13,104,88,72,28,24,21,15,4,20,5,29.77,29.52
2013-6-14,105,91,77,28,25,21,14,4,18,5,29.74,29.52
2013-6-15,105,92,78,32,25,21,15,4,21,6,29.74,29.52
2013-6-16,105,92,79,34,30,28,15,4,21,6,29.77,29.52
2013-6-17,107,92,76,37,33,30,19,4,14,0,29.71,29.47
2013-6-18,109,94,79,37,32,28,17,4,10,0,29.68,29.4
2013-6-19,111,96,82,36,32,28,19,4,20,2,29.68,29.43
2013-6-20,109,94,79,34,32,28,16,4,12,0,29.74,29.46
2013-6-21,105,91,77,50,37,32,20,4,9,0,29.77,29.51
2013-6-22,107,92,77,34,33,30,18,4,8,0,29.77,29.52
2013-6-23,107,92,77,36,33,32,18,4,9,0,29.77,29.51
2013-6-24,107,94,80,36,32,30,16,4,8,0,29.74,29.48
2013-6-25,109,94,80,34,32,30,18,4,8,0,29.71,29.46
2013-6-26,110,94,79,45,34,28,15,4,9,0,29.74,29.5
2013-6-27,109,94,80,34,30,27,15,4,14,0,29.77,29.52
2013-6-28,111,96,80,32,29,27,15,4,23,0,29.71,29.46
2013-6-29,109,96,82,32,27,23,13,4,22,4,29.68,29.42
2013-6-30,109,96,83,36,32,28,14,4,17,4,29.71,29.45
2013-7-1,111,97,83,30,28,25,15,4,16,4,29.71,29.44
2013-7-2,109,94,80,34,30,27,14,4,16,5,29.71,29.44
2013-7-3,109,96,82,36,31,28,15,4,16,4,29.71,29.48
2013-7-4,109,94,79,36,31,28,16,4,22,0,29.74,29.5
2013-7-5,107,92,78,36,28,21,16,4,23,4,29.71,29.47
2013-7-6,107,92,78,28,24,21,15,4,20,4,29.74,29.49
2013-7-7,111,96,80,28,24,19,11,4,16,4,29.77,29.52
2013-7-8,113,100,86,34,27,23,13,4,25,8,29.77,29.47
2013-7-9,110,98,87,34,27,23,12,4,26,8,29.68,29.37
2013-7-10,109,98,87,32,27,25,11,4,14,2,29.59,29.34
2013-7-11,109,94,79,41,32,25,14,4,8,0,29.62,29.38
2013-7-12,113,98,84,37,32,28,14,4,12,0,29.68,29.4
2013-7-13,114,100,85,45,35,28,23,4,25,0,29.68,29.42
2013-7-14,110,96,81,36,32,28,16,4,22,0,29.68,29.43
2013-7-15,111,96,82,32,29,25,13,4,34,0,29.71,29.44
2013-7-16,113,98,82,32,27,19,11,4,25,2,29.71,29.46
2013-7-17,112,98,84,41,30,21,16,4,36,6,29.71,29.42
2013-7-18,111,102,92,36,32,27,13,4,29,7,29.65,29.34
2013-7-19,114,102,91,39,35,32,15,4,28,6,29.62,29.33
2013-7-20,113,100,86,39,37,34,17,4,21,5,29.65,29.36
2013-7-21,112,97,82,39,37,34,20,4,18,4,29.65,29.39
2013-7-22,111,95,79,41,35,32,18,4,8,4,29.62,29.37
2013-7-23,109,94,78,55,39,34,32,4,9,0,29.68,29.4
2013-7-24,110,96,82,36,34,30,19,4,14,0,29.74,29.47
2013-7-25,109,94,80,36,32,27,19,4,17,5,29.71,29.44
2013-7-26,113,96,79,36,32,28,15,4,23,5,29.65,29.36
2013-7-27,109,95,81,36,32,28,14,4,14,4,29.65,29.39
2013-7-28,110,95,80,34,30,28,15,4,7,0,29.74,29.47
2013-7-29,110,95,80,48,33,28,19,4,9,0,29.77,29.49
2013-7-30,105,92,80,34,31,27,15,4,15,0,29.74,29.47
2013-7-31,107,92,78,36,31,27,20,4,17,5,29.71,29.45
2013-8-1,107,92,78,34,29,25,14,4,20,0,29.74,29.49
2013-8-2,102,90,79,32,28,25,14,4,17,5,29.74,29.49
2013-8-3,105,92,79,34,29,23,14,4,21,7,29.74,29.49
2013-8-4,105,93,81,36,34,30,19,4,17,6,29.77,29.47
2013-8-5,105,94,82,36,32,28,19,4,15,4,29.68,29.46
2013-8-6,107,96,84,36,32,28,14,4,14,2,29.71,29.48
2013-8-7,107,94,80,36,32,28,18,4,14,0,29.74,29.52
2013-8-8,107,94,82,34,31,28,14,4,20,0,29.74,29.49
2013-8-9,107,94,81,32,28,25,14,4,12,0,29.71,29.44
2013-8-10,111,96,81,36,30,23,14,4,13,0,29.68,29.43
2013-8-11,111,94,77,39,33,28,16,4,8,0,29.71,29.47
2013-8-12,108,94,80,39,34,28,15,4,9,0,29.8,29.5
2013-8-13,111,96,82,39,35,32,20,4,10,0,29.74,29.46
2013-8-14,109,94,78,34,30,25,16,4,18,0,29.71,29.42
2013-8-15,109,96,82,36,32,28,15,4,20,0,29.74,29.48
2013-8-16,111,95,79,32,27,19,16,4,18,0,29.74,29.47
2013-8-17,111,93,75,39,30,21,15,4,7,0,29.71,29.48
2013-8-18,112,96,80,46,33,28,19,4,9,0,29.74,29.47
2013-8-19,111,99,87,41,31,27,17,4,13,0,29.74,29.47
2013-8-20,111,98,86,46,38,30,22,4,14,0,29.77,29.49
2013-8-21,113,96,79,37,34,30,20,4,13,0,29.74,29.47
2013-8-22,109,96,82,36,34,30,16,4,13,0,29.74,29.48
2013-8-23,108,95,82,43,36,32,19,4,10,4,29.8,29.55
2013-8-24,110,93,76,36,31,27,17,4,14,0,29.83,29.56
2013-8-25,107,92,78,41,31,28,23,4,17,0,29.8,29.57
2013-8-26,105,91,77,34,29,27,19,4,14,0,29.8,29.56
2013-8-27,109,92,75,39,31,25,17,4,9,0,29.8,29.54
2013-8-28,109,94,79,43,34,28,22,4,13,0,29.8,29.55
2013-8-29,109,96,82,37,32,30,15,4,9,4,29.8,29.52
2013-8-30,109,96,82,39,33,28,19,4,13,4,29.83,29.57
2013-8-31,109,96,82,45,34,27,26,4,13,0,29.83,29.58
2013-9-1,107,94,80,48,36,28,20,4,9,0,29.83,29.58
2013-9-2,108,96,83,48,40,36,25,4,8,0,29.86,29.62
2013-9-3,109,100,91,46,37,28,25,4,9,0,29.89,29.6
2013-9-4,112,97,82,36,31,25,14,4,9,0,29.86,29.54
2013-9-5,111,97,83,32,30,27,13,4,8,0,29.77,29.49
2013-9-6,110,98,86,41,31,25,15,4,9,0,29.83,29.55
2013-9-7,103,92,80,50,37,30,32,5,13,0,29.92,29.65
2013-9-8,106,93,80,34,32,30,18,4,8,0,29.92,29.64
2013-9-9,106,92,77,34,30,25,17,4,17,0,29.92,29.65
2013-9-10,104,88,73,57,37,28,33,4,12,0,29.89,29.65
2013-9-11,104,89,74,43,35,28,29,4,15,0,29.89,29.64
2013-9-12,106,91,76,36,32,30,21,4,15,0,29.92,29.68
2013-9-13,104,90,77,55,40,30,42,4,7,0,29.98,29.75
2013-9-14,105,90,75,39,27,16,22,4,13,0,29.98,29.73
2013-9-15,105,88,71,30,24,18,15,4,21,0,29.89,29.63
2013-9-16,106,89,72,37,23,19,15,4,8,0,29.86,29.6
2013-9-17,108,90,73,34,26,21,19,4,10,0,29.83,29.61
2013-9-18,109,90,72,30,27,23,14,4,8,0,29.86,29.59
2013-9-19,108,92,76,34,28,23,18,4,12,0,29.86,29.6
2013-9-20,108,92,75,32,29,25,15,4,9,0,29.89,29.64
2013-9-21,105,91,77,36,32,28,18,4,9,0,29.92,29.66
2013-9-22,104,90,75,39,34,30,24,4,13,0,29.89,29.63
2013-9-23,100,87,74,45,41,36,29,7,10,4,29.92,29.67
2013-9-24,100,86,71,39,37,36,27,5,14,4,29.95,29.72
2013-9-25,98,84,70,39,38,36,29,6,10,0,29.98,29.78
2013-9-26,96,84,72,41,37,32,29,6,18,4,30.04,29.79
2013-9-27,95,82,68,39,32,25,27,5,15,4,29.98,29.76
2013-9-28,96,80,64,32,26,21,24,4,10,0,29.95,29.76
2013-9-29,98,81,64,25,22,19,22,4,7,0,29.95,29.73
2013-9-30,98,80,62,28,23,18,15,4,10,0,29.92,29.69
2013-10-1,96,82,68,32,27,21,18,4,10,0,29.95,29.72
2013-10-2,96,82,68,45,36,28,38,5,14,0,29.98,29.76
2013-10-3,98,82,66,36,31,28,26,5,6,0,30.04,29.81
2013-10-4,102,86,69,36,28,25,18,4,5,0,29.98,29.74
2013-10-5,102,87,72,37,30,23,19,5,8,0,29.95,29.71
2013-10-6,101,87,73,34,32,28,20,5,10,0,29.92,29.68
2013-10-7,100,86,73,36,31,27,20,4,18,0,30.04,29.73
2013-10-8,86,76,66,34,27,23,25,5,15,6,30.12,29.9
2013-10-9,88,74,61,27,23,16,26,4,13,4,30.15,29.94
2013-10-10,89,76,62,27,18,14,16,4,10,4,30.15,29.95
2013-10-11,91,78,64,27,20,14,18,4,9,0,30.12,29.93
2013-10-12,91,75,59,19,14,7,16,4,15,0,30.06,29.85
2013-10-13,95,74,54,16,12,5,15,4,7,0,29.98,29.81
2013-10-14,95,78,61,25,18,10,16,4,14,0,30.01,29.77
2013-10-15,97,80,62,27,20,12,16,4,15,0,30.01,29.78
2013-10-16,95,79,63,46,29,16,31,4,10,0,30.06,29.86
2013-10-17,93,80,68,39,29,25,31,4,9,4,30.09,29.88
2013-10-18,97,80,62,32,27,23,24,4,9,0,30.06,29.88
2013-10-19,100,82,63,30,26,19,20,4,14,0,30.09,29.88
2013-10-20,93,78,63,36,31,27,30,6,12,0,30.09,29.91
2013-10-21,89,76,63,41,36,28,37,7,12,0,30.12,29.93
2013-10-22,87,74,61,41,35,32,37,7,7,0,30.12,29.95
2013-10-23,90,76,61,34,31,27,39,6,7,0,30.12,29.92
2013-10-24,92,81,70,37,29,27,32,5,8,0,30.09,29.89
2013-10-25,95,76,58,30,27,25,27,4,7,0,30.06,29.87
2013-10-26,92,76,59,32,27,21,34,4,6,0,30.04,29.83
2013-10-27,92,77,62,28,26,23,24,4,9,0,30.04,29.83
2013-10-28,93,79,65,28,23,19,20,4,13,1,30.01,29.8
2013-10-29,86,76,67,64,54,25,88,8,10,4,30.06,29.86
2013-10-30,87,76,64,46,39,32,43,11,10,0,30.12,29.93
2013-10-31,87,75,63,52,45,41,59,13,12,0,30.12,29.93
2013-11-1,87,74,60,59,44,37,68,11,13,4,30.12,29.89
2013-11-2,91,78,65,46,42,37,46,10,15,0,30.04,29.83
2013-11-3,93,82,70,63,41,37,69,9,12,4,30.04,29.8
2013-11-4,79,73,67,66,62,57,88,40,14,8,30.18,29.93
2013-11-5,79,70,62,59,52,41,83,23,9,0,30.24,30.08
2013-11-6,86,73,60,48,44,41,52,16,9,0,30.18,30.01
2013-11-7,89,75,61,48,43,39,42,14,8,0,30.12,29.92
2013-11-8,86,72,59,46,41,37,48,13,10,0,30.09,29.87
2013-11-9,86,74,62,52,46,39,59,14,17,0,30.04,29.87
2013-11-10,87,72,58,48,44,39,48,16,17,0,30.09,29.9
2013-11-11,85,74,62,48,42,39,52,12,16,4,30.12,29.94
2013-11-12,86,72,57,43,40,37,51,12,9,0,30.12,29.91
2013-11-13,86,72,59,46,41,39,48,12,12,0,30.04,29.83
2013-11-14,79,70,62,61,54,46,94,32,14,4,30.06,29.87
2013-11-15,78,68,58,55,49,43,82,22,7,0,30.12,29.95
2013-11-16,75,67,59,61,53,46,94,42,17,0,30.12,29.94
2013-11-17,67,62,57,59,58,55,100,75,16,0,30.09,29.96
2013-11-18,72,64,57,61,58,55,94,59,18,4,30.04,29.87
2013-11-19,66,62,59,63,60,55,94,66,13,0,30.04,29.92
2013-11-20,73,68,64,63,61,59,94,64,8,0,30.04,29.89
2013-11-21,71,64,58,59,55,50,94,40,14,4,30.01,29.86
2013-11-22,67,60,53,52,50,48,88,42,15,4,30.09,29.94
2013-11-23,70,60,49,52,47,39,94,26,9,0,30.15,30.04
2013-11-24,73,60,48,48,42,27,88,11,5,0,30.21,30.07
2013-11-25,79,64,49,46,42,30,87,10,6,0,30.21,30.04
2013-11-26,84,68,52,48,40,25,88,7,7,0,30.18,30.03
2013-11-27,84,68,51,48,39,30,82,7,9,0,30.24,30.08
2013-11-28,81,67,53,48,42,27,82,7,10,0,30.27,30.09
2013-11-29,77,64,51,50,41,32,88,10,9,0,30.21,30.03
2013-11-30,78,64,50,50,43,32,82,10,7,0,30.21,30.06
2013-12-1,77,64,50,50,45,41,82,21,13,0,30.3,30.15
2013-12-2,77,64,51,50,46,39,88,18,10,0,30.33,30.15
2013-12-3,82,65,48,46,41,30,87,8,7,0,30.18,29.98
2013-12-4,84,68,51,46,37,25,76,5,9,0,30.09,29.91
2013-12-5,84,68,52,45,35,21,72,6,9,0,30.04,29.87
2013-12-6,80,67,54,46,37,28,59,7,14,0,30.12,29.91
2013-12-7,75,64,53,54,49,45,94,30,9,0,30.18,30.05
2013-12-8,80,68,55,57,53,46,94,20,7,0,30.15,29.99
2013-12-9,82,68,55,55,46,32,94,8,9,0,30.09,29.91
2013-12-10,60,56,51,54,42,30,88,28,17,5,30.18,29.94
2013-12-11,63,54,46,45,35,27,59,29,16,4,30.14,29.96
2013-12-12,78,64,51,52,46,41,77,17,14,0,30.01,29.83
2013-12-13,82,71,60,54,44,37,60,15,12,0,30.06,29.86
2013-12-14,72,66,57,61,46,34,83,15,15,0,30.21,29.97
2013-12-15,55,52,50,39,32,25,66,21,14,5,30.33,30.14
2013-12-16,55,48,40,32,27,19,65,15,15,5,30.41,30.24
2013-12-17,60,52,45,39,31,23,76,17,8,2,30.3,30.18
2013-12-18,62,53,44,30,25,21,57,12,9,0,30.25,30.12
2013-12-19,75,62,49,34,29,25,43,13,12,0,30.21,30.03
2013-12-20,64,56,47,36,31,25,62,17,13,5,30.33,30.17
2013-12-21,64,54,44,32,29,23,61,13,13,4,30.35,30.2
2013-12-22,61,53,45,28,23,14,50,10,8,0,30.28,30.15
2013-12-23,62,53,44,27,20,14,46,9,8,2,30.33,30.21
2013-12-24,60,48,35,37,24,18,62,10,9,2,30.45,30.33
2013-12-25,62,51,40,39,33,27,81,20,8,0,30.49,30.36
2013-12-26,63,50,37,28,28,25,65,15,6,0,30.43,30.27
2013-12-27,68,54,39,30,28,25,57,11,6,0,30.37,30.21
2013-12-28,70,56,41,32,29,25,66,13,6,0,30.31,30.18
2013-12-29,73,58,42,32,26,18,57,7,9,0,30.24,30.07
2013-12-30,68,56,43,25,19,10,43,5,17,4,30.15,29.99
2013-12-31,73,63,53,28,20,16,27,5,14,0,30.06,29.91
2014-1-1,66,58,51,37,34,28,54,22,10,0,30.18,30.0
2014-1-2,65,56,46,46,37,32,82,19,10,0,30.27,30.12
2014-1-3,61,53,45,46,43,36,82,40,9,0,30.3,30.18
2014-1-4,68,56,45,46,42,39,71,35,14,0,30.24,30.09
2014-1-5,66,59,52,55,44,39,94,28,14,4,30.12,29.89
2014-1-6,57,52,48,55,50,43,100,79,20,2,30.14,29.89
2014-1-7,56,50,43,45,40,34,87,32,14,5,30.23,30.09
2014-1-8,58,50,41,43,39,37,100,42,6,0,30.27,30.15
2014-1-9,65,52,40,45,41,37,87,34,8,0,30.27,30.09
2014-1-10,59,50,40,48,42,37,88,42,16,4,30.15,30.04
2014-1-11,62,56,50,54,48,43,88,53,14,0,30.24,30.06
2014-1-12,59,50,42,43,41,37,93,46,14,5,30.39,30.24
2014-1-13,57,48,38,43,39,36,93,42,7,0,30.41,30.24
2014-1-14,66,52,39,46,43,39,100,35,7,0,30.31,30.15
2014-1-15,71,58,45,50,46,43,88,30,7,0,30.21,30.08
2014-1-16,75,60,46,52,47,45,82,33,8,0,30.27,30.11
2014-1-17,73,62,50,48,45,41,88,29,14,4,30.21,29.97
2014-1-18,60,55,48,52,45,39,77,31,23,4,30.18,29.91
2014-1-19,64,54,45,43,38,30,87,17,17,6,30.3,30.18
2014-1-20,64,52,41,41,35,30,76,17,12,4,30.3,30.2
2014-1-21,68,54,40,39,35,30,81,15,5,0,30.3,30.18
2014-1-22,75,57,39,45,37,32,81,20,6,0,30.25,30.1
2014-1-23,75,58,42,45,36,27,76,8,14,0,30.18,30.01
2014-1-24,80,62,45,41,35,25,71,7,12,0,30.12,29.97
2014-1-25,68,56,45,46,40,34,87,20,7,0,30.21,30.06
2014-1-26,70,56,43,45,41,39,81,22,16,0,30.18,30.02
2014-1-27,73,64,54,46,44,43,72,23,18,4,30.12,29.92
2014-1-28,71,63,55,50,45,41,59,26,14,0,30.06,29.91
2014-1-29,81,68,55,59,50,46,83,22,9,0,30.15,29.96
2014-1-30,66,62,57,59,57,52,94,72,6,0,30.15,30.03
2014-1-31,71,60,50,50,46,41,88,27,9,0,30.18,30.04
2014-2-1,68,60,52,48,45,41,77,29,8,0,30.12,29.99
2014-2-2,69,60,52,46,44,39,67,35,10,4,30.04,29.88
2014-2-3,73,66,59,54,47,41,72,28,17,2,29.95,29.75
2014-2-4,73,63,51,54,49,45,82,33,16,0,30.04,29.78
2014-2-5,71,60,48,46,41,34,93,17,18,0,30.09,29.92
2014-2-6,59,50,42,39,32,23,71,23,15,0,30.15,30.01
2014-2-7,65,54,44,30,24,19,40,14,13,4,30.13,29.98
2014-2-8,51,47,43,43,38,27,76,26,13,4,30.12,30.01
2014-2-9,63,54,44,41,30,16,76,14,14,4,30.27,30.12
2014-2-10,63,50,36,25,20,14,52,8,7,0,30.28,30.12
2014-2-11,71,54,38,25,20,14,56,5,12,0,30.19,30.01
2014-2-12,68,55,42,32,24,14,49,6,16,0,30.11,29.98
2014-2-13,67,54,42,34,26,16,62,7,12,0,30.18,30.04
2014-2-14,68,53,38,27,22,16,53,6,8,0,30.22,30.09
2014-2-15,73,56,38,27,23,21,57,7,13,0,30.09,29.93
2014-2-16,73,64,54,37,29,21,33,10,16,6,29.95,29.73
2014-2-17,72,62,51,37,32,25,51,14,14,4,30.21,29.85
2014-2-18,69,58,46,39,34,27,66,16,13,0,30.3,30.18
2014-2-19,69,56,43,32,30,27,57,10,12,4,30.33,30.19
2014-2-20,73,59,45,28,24,18,50,7,13,2,30.3,30.16
2014-2-21,75,60,44,34,24,19,61,6,9,0,30.3,30.12
2014-2-22,75,58,42,30,24,18,57,5,7,0,30.18,30.0
2014-2-23,81,68,55,25,20,18,29,4,9,4,30.04,29.84
2014-2-24,81,70,59,25,23,19,25,6,12,4,30.27,29.86
2014-2-25,81,63,45,39,32,21,32,9,16,5,30.06,29.87
2014-2-26,86,74,62,48,37,32,38,8,15,2,30.09,29.89
2014-2-27,84,74,64,45,41,36,59,13,7,0,30.12,29.94
2014-2-28,89,74,59,48,41,32,67,7,17,0,30.04,29.78
2014-3-1,80,68,57,48,37,30,59,11,10,4,30.12,29.96
2014-3-2,78,66,55,43,35,30,51,11,7,0,30.15,29.99
2014-3-3,84,70,57,46,36,32,42,9,10,0,30.06,29.87
2014-3-4,82,74,65,39,30,23,35,7,12,4,30.04,29.89
2014-3-5,87,71,55,46,33,23,49,5,9,4,30.06,29.87
2014-3-6,90,76,62,57,37,23,60,8,15,0,30.06,29.84
2014-3-7,93,76,59,59,47,34,82,7,8,0,30.06,29.86
2014-3-8,93,78,63,46,39,32,52,6,13,0,30.09,29.88
2014-3-9,91,78,66,39,34,30,28,5,16,0,30.04,29.82
2014-3-10,86,79,72,39,34,30,25,6,17,4,29.98,29.73
2014-3-11,87,76,64,54,45,37,64,11,14,4,30.01,29.79
2014-3-12,86,77,66,54,38,27,42,7,21,5,29.98,29.7
2014-3-13,86,72,57,36,31,28,39,10,13,4,30.04,29.82
2014-3-14,76,66,57,36,30,23,38,7,13,4,30.01,29.78
2014-3-15,69,62,54,46,30,19,72,8,21,5,30.15,29.8
2014-3-16,66,58,49,36,31,23,50,9,16,0,30.24,29.92
2014-3-17,80,63,46,32,26,19,53,6,8,0,30.3,30.13
2014-3-18,81,68,54,32,27,23,33,7,14,4,30.18,29.92
2014-3-19,89,77,65,61,37,28,73,8,17,4,30.06,29.81
2014-3-20,87,74,62,61,46,30,88,7,14,0,30.04,29.78
2014-3-21,82,72,63,54,44,32,64,14,13,0,30.01,29.77
2014-3-22,79,70,61,50,37,21,63,6,15,4,30.01,29.85
2014-3-23,82,68,55,34,28,21,44,6,8,0,30.06,29.89
2014-3-24,82,70,59,32,27,21,31,6,14,0,30.04,29.81
2014-3-25,73,66,60,50,31,23,49,6,17,4,29.95,29.7
2014-3-26,74,68,60,55,51,45,64,32,17,0,30.04,29.77
2014-3-27,84,69,54,50,39,23,72,6,8,0,30.09,29.94
2014-3-28,84,71,58,41,34,28,51,7,8,0,30.12,29.93
2014-3-29,82,72,61,37,32,28,30,8,13,0,30.06,29.81
2014-3-30,89,78,68,48,39,28,43,7,20,4,29.92,29.63
2014-3-31,87,78,68,48,33,23,43,6,20,6,29.95,29.62
2014-4-1,82,70,57,32,28,25,36,7,12,5,30.01,29.76
2014-4-2,87,76,64,63,44,32,83,11,20,0,29.86,29.62
2014-4-3,77,66,56,57,44,28,94,15,15,0,30.01,29.72
2014-4-4,79,67,55,46,32,21,67,6,9,0,30.09,29.91
2014-4-5,86,76,66,41,28,19,51,4,12,0,30.21,30.04
2014-4-6,86,71,56,36,26,23,36,5,8,0,30.24,30.05
2014-4-7,87,71,55,32,23,14,41,4,9,0,30.18,30.01
2014-4-8,93,76,58,28,22,18,31,4,10,0,30.12,29.89
2014-4-9,96,80,64,48,28,16,23,4,12,0,30.01,29.77
2014-4-10,102,89,76,39,32,27,29,4,12,0,30.01,29.75
2014-4-11,101,86,70,48,38,28,41,4,29,0,30.09,29.83
2014-4-12,91,80,70,41,36,32,33,6,14,4,30.12,29.89
2014-4-13,96,83,70,41,38,34,31,7,15,0,30.04,29.78
2014-4-14,100,86,72,39,33,28,25,4,13,0,29.98,29.71
2014-4-15,100,90,79,52,38,28,43,4,14,0,29.98,29.73
2014-4-16,98,84,71,52,43,34,50,10,14,0,30.01,29.8
2014-4-17,98,84,71,48,35,27,36,8,10,0,29.98,29.83
2014-4-18,102,86,71,34,28,23,23,6,16,0,29.98,29.89
2014-4-19,96,87,78,39,27,21,24,7,17,4,30.09,29.98
2014-4-20,98,84,69,41,30,21,28,7,14,0,30.04,29.92
2014-4-21,96,84,71,39,29,25,21,6,7,0,30.01,29.79
2014-4-22,96,84,72,37,32,28,29,4,10,0,30.04,29.81
2014-4-23,102,87,72,39,35,28,22,5,12,0,30.04,29.77
2014-4-24,101,88,74,45,38,32,31,4,17,0,30.01,29.73
2014-4-25,98,88,78,45,37,32,33,6,14,0,30.04,29.78
2014-4-26,102,88,75,39,35,32,24,4,9,0,30.01,29.75
2014-4-27,104,90,77,36,32,28,21,4,13,0,29.95,29.7
2014-4-28,102,90,77,45,39,32,30,5,21,0,30.04,29.71
2014-4-29,98,88,78,57,45,37,42,7,25,2,29.98,29.71
2014-4-30,96,83,70,61,54,41,64,12,16,0,29.95,29.69
2014-5-1,98,84,69,59,50,39,68,8,18,0,29.89,29.67
2014-5-2,103,88,73,52,43,21,47,4,13,0,29.86,29.65
2014-5-3,96,84,73,48,41,34,41,6,18,4,29.95,29.73
2014-5-4,95,86,76,46,35,28,32,5,20,4,30.01,29.77
2014-5-5,97,82,67,36,26,18,25,4,13,0,30.01,29.78
2014-5-6,98,80,63,41,26,16,35,4,9,0,30.01,29.77
2014-5-7,100,86,71,28,22,19,20,4,8,0,29.95,29.7
2014-5-8,102,87,72,30,23,16,18,4,9,0,29.92,29.7
2014-5-9,98,88,78,43,38,21,25,5,18,0,29.98,29.74
2014-5-10,98,88,77,54,47,39,39,10,34,0,29.95,29.67
2014-5-11,100,89,78,57,43,36,42,6,20,4,29.89,29.63
2014-5-12,103,89,75,59,45,34,48,6,12,0,29.89,29.65
2014-5-13,100,90,81,43,35,21,23,4,17,0,29.92,29.64
2014-5-14,92,82,73,37,32,28,27,5,12,4,29.98,29.75
2014-5-15,95,83,71,32,30,27,22,5,13,0,29.98,29.74
2014-5-16,100,84,68,30,27,25,20,4,13,0,29.95,29.7
2014-5-17,99,88,77,50,33,27,30,4,10,0,29.98,29.75
2014-5-18,101,90,78,50,30,23,32,4,14,0,29.98,29.74
2014-5-19,102,88,73,30,26,23,16,4,13,0,29.98,29.76
2014-5-20,104,90,77,34,29,25,20,4,13,0,29.95,29.66
2014-5-21,105,91,77,37,31,27,18,4,15,0,29.92,29.66
2014-5-22,104,90,75,50,38,28,29,4,12,0,29.92,29.66
2014-5-23,105,92,79,39,34,30,17,4,9,0,29.89,29.62
2014-5-24,107,94,82,39,33,28,19,4,13,0,29.89,29.66
2014-5-25,107,93,79,37,33,28,23,4,21,0,29.95,29.66
2014-5-26,109,97,85,50,43,36,24,5,14,0,29.95,29.65
2014-5-27,107,94,80,43,37,30,25,4,14,0,29.89,29.62
2014-5-28,109,96,83,41,32,28,16,4,12,4,29.92,29.61
2014-5-29,109,94,79,41,35,30,20,4,12,0,29.92,29.68
2014-5-30,110,98,86,39,34,30,17,4,18,4,29.86,29.61
2014-5-31,111,96,82,39,33,25,14,4,15,0,29.89,29.64
2014-6-1,107,92,77,32,29,27,16,4,12,0,29.89,29.63
2014-6-2,111,94,76,32,30,27,18,4,12,0,29.89,29.59
2014-6-3,105,96,86,37,32,27,16,4,16,0,29.92,29.61
2014-6-4,101,88,76,45,28,21,26,4,17,0,29.95,29.72
2014-6-5,102,88,74,41,32,25,26,4,21,0,29.95,29.68
2014-6-6,108,92,75,43,30,27,19,4,13,0,29.86,29.61
2014-6-7,109,93,77,36,30,25,19,4,12,0,29.83,29.57
2014-6-8,108,93,78,43,34,27,26,4,12,0,29.8,29.54
2014-6-9,107,90,74,30,26,19,17,4,9,0,29.8,29.56
2014-6-10,109,92,75,32,26,23,15,4,7,0,29.86,29.56
2014-6-11,113,94,75,27,21,12,14,4,9,0,29.8,29.57
2014-6-12,104,94,83,30,27,19,14,4,21,6,29.8,29.55
2014-6-13,100,89,78,32,28,25,15,4,14,4,29.77,29.56
2014-6-14,103,90,76,32,30,27,19,4,10,0,29.8,29.55
2014-6-15,104,90,76,37,33,30,23,4,12,0,29.86,29.59
2014-6-16,107,92,77,30,27,23,16,4,23,4,29.86,29.61
2014-6-17,107,92,78,28,23,19,14,4,15,0,29.86,29.6
2014-6-18,105,92,80,32,27,23,14,4,18,0,29.83,29.55
2014-6-19,104,90,77,32,27,23,14,4,17,0,29.74,29.48
2014-6-20,108,94,80,34,31,28,15,4,21,5,29.71,29.48
2014-6-21,107,93,79,34,30,23,17,4,20,5,29.77,29.54
2014-6-22,105,92,80,32,27,19,14,4,23,7,29.83,29.57
2014-6-23,107,94,80,39,28,21,16,4,21,6,29.86,29.6
2014-6-24,107,92,78,34,30,28,16,4,15,0,29.8,29.54
2014-6-25,109,94,78,32,30,28,16,4,7,0,29.77,29.49
2014-6-26,109,94,78,36,28,23,20,4,14,0,29.77,29.51
2014-6-27,111,95,79,34,26,23,15,4,14,0,29.83,29.58
2014-6-28,110,94,78,32,25,19,14,4,15,0,29.89,29.59
2014-6-29,109,94,78,28,23,19,12,4,23,0,29.8,29.55
2014-6-30,109,95,81,39,27,21,21,4,12,0,29.77,29.52
2014-7-1,111,97,83,34,24,16,15,4,16,4,29.83,29.58
2014-7-2,111,96,80,27,24,19,11,4,13,0,29.83,29.55
2014-7-3,111,96,80,27,22,18,11,4,18,0,29.77,29.49
2014-7-4,110,95,80,34,26,19,15,4,16,0,29.68,29.4
2014-7-5,110,94,79,34,26,18,14,4,12,0,29.68,29.44
2014-7-6,112,96,81,43,29,16,25,4,16,0,29.77,29.5
2014-7-7,111,93,75,36,27,18,17,4,9,0,29.77,29.51
2014-7-8,111,96,80,36,29,25,14,4,10,0,29.77,29.5
2014-7-9,111,95,79,37,32,23,21,4,9,0,29.74,29.47
2014-7-10,113,98,83,34,26,21,11,4,14,0,29.74,29.47
2014-7-11,111,96,81,37,32,28,16,4,9,0,29.8,29.54
2014-7-12,109,94,80,43,33,23,26,4,17,0,29.8,29.56
2014-7-13,110,96,81,28,25,19,14,4,18,6,29.77,29.49
